judul,genre,year
"Son of the Sheik, The",Adventure|Comedy|Romance,1926
True Grit,Adventure|Drama|Western,1969
Madame Sousatzka,Drama,1988
Max Dugan Returns,Comedy,1983
Midnight Express,Drama,1978
Misery,Drama|Horror|Thriller,1990
Mr. Saturday Night,Comedy|Drama,1992
Murphy's Romance,Comedy|Romance,1985
My Life,Drama,1993
Solaris (Solyaris),Drama|Mystery|Sci-Fi,1972
Network,Comedy|Drama,1976
No Way Out,Drama|Mystery|Thriller,1987
North Dallas Forty,Comedy|Drama,1979
"Odd Couple, The",Comedy,1968
"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,1976
Frequency,Drama|Thriller,2000
Ready to Rumble,Comedy,2000
Return to Me,Drama|Romance,2000
Rules of Engagement,Drama|Thriller,2000
Joe Gould's Secret,Drama,2000
Me Myself I,Comedy|Romance,2000
"Bell, Book and Candle",Comedy|Fantasy|Romance,1958
Force 10 from Navarone,Action|Drama|War,1978
Mystery Train,Comedy|Drama,1989
Arthur,Comedy|Romance,1981
Bachelor Party,Comedy,1984
Parenthood,Comedy|Drama,1989
Predator,Action|Sci-Fi|Thriller,1987
"Prince of Tides, The",Drama|Romance,1991
"Postman Always Rings Twice, The",Crime|Thriller,1981
All the Vermeers in New York,Comedy|Drama|Romance,1990
28 Days,Drama,2000
American Psycho,Crime|Horror|Mystery|Thriller,2000
Keeping the Faith,Comedy|Drama|Romance,2000
Where the Money Is,Comedy|Drama,2000
East is East,Comedy,1999
"Filth and the Fury, The",Documentary,2000
Diner,Comedy|Drama,1982
Shakes the Clown,Comedy,1992
Cabaret,Drama|Musical,1972
What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1962
Auntie Mame,Comedy|Drama,1958
Guys and Dolls,Comedy|Musical|Romance,1955
The Hunger,Horror,1983
Marathon Man,Crime|Drama|Thriller,1976
Caddyshack,Comedy,1980
Gossip,Drama|Thriller,2000
Love and Basketball,Drama|Romance,2000
U-571,Action|Thriller|War,2000
"Virgin Suicides, The",Drama|Romance,1999
Jennifer 8,Mystery|Thriller,1992
Limelight,Comedy|Drama|Romance,1952
"Crow: Salvation, The",Action|Horror,2000
"Flintstones in Viva Rock Vegas, The",Children|Comedy,2000
Where the Heart Is,Comedy|Drama,2000
"Big Kahuna, The",Comedy|Drama,2000
Bossa Nova,Comedy|Drama|Romance,2000
Smiling Fish and Goat on Fire,Comedy|Romance,1999
"Idiots, The (Idioterne)",Comedy|Drama,1998
Time Code,Comedy|Drama,2000
Carnosaur,Horror|Sci-Fi,1993
Carnosaur 2,Horror|Sci-Fi,1995
Carnosaur 3: Primal Species,Horror|Sci-Fi,1996
"Hidden, The",Action|Horror|Sci-Fi,1987
Two Moon Junction,Drama|Romance,1988
Gladiator,Action|Adventure|Drama,2000
Up at the Villa,Drama,2000
Human Traffic,Comedy,1999
Breathless,Action|Drama|Romance|Thriller,1983
The Idolmaker,Drama|Romance,1980
Inferno,Horror,1980
"Lords of Flatbush, The",Comedy|Drama,1974
Mr. Mom,Comedy|Drama,1983
"Time Masters (Maîtres du temps, Les)",Animation|Sci-Fi,1982
Battlefield Earth,Action|Sci-Fi,2000
Center Stage,Drama|Musical,2000
Screwed,Comedy,2000
Whipped,Comedy,2000
Anchors Aweigh,Comedy|Musical,1945
Gypsy,Musical,1962
On the Town,Comedy|Musical|Romance,1949
Pee-wee's Big Adventure,Adventure|Comedy,1985
Regret to Inform,Documentary,1998
Honeymoon in Vegas,Comedy|Romance,1992
Dinosaur,Adventure|Animation|Children,2000
Road Trip,Comedy,2000
Small Time Crooks,Comedy|Crime,2000
"Hollywood Knights, The",Comedy,1980
"Twelve Chairs, The",Comedy,1970
Mission: Impossible II,Action|Adventure|Thriller,2000
Shanghai Noon,Action|Adventure|Comedy|Western,2000
Better Living Through Circuitry,Documentary,1999
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),Comedy,1999
Carnival of Souls,Horror|Thriller,1962
Flying Tigers,Action|Drama|Romance|War,1942
"Gold Rush, The",Adventure|Comedy|Romance,1925
Monsieur Verdoux,Comedy|Crime,1947
On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969
Seven Days in May,Thriller,1964
"Spy Who Loved Me, The",Action|Adventure|Thriller,1977
Vagabond (Sans toit ni loi),Drama,1985
Moonraker,Action|Adventure|Sci-Fi|Thriller,1979
"Man with the Golden Gun, The",Action|Adventure|Thriller,1974
"King in New York, A",Comedy|Drama,1957
"Woman of Paris, A",Drama,1923
"Fighting Seabees, The",Action|Drama|War,1944
Big Momma's House,Comedy,2000
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Horror|Sci-Fi,1957
American Gigolo,Drama,1980
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",Horror,1980
"Endless Summer, The",Documentary,1966
"Guns of Navarone, The",Action|Adventure|Drama|War,1961
Blow-Out (La grande bouffe),Drama,1973
Quatermass and the Pit,Horror|Sci-Fi,1967
Puppet Master,Horror|Sci-Fi|Thriller,1989
Puppet Master II,Horror|Sci-Fi|Thriller,1991
Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,1991
Puppet Master 4,Horror|Sci-Fi|Thriller,1993
Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,1994
Rent-A-Cop,Action|Comedy|Crime,1988
Romeo and Juliet,Drama|Romance,1968
Stay Tuned,Comedy,1992
Blazing Saddles,Comedy|Western,1974
Benji,Adventure|Children,1974
Benji the Hunted,Adventure|Children,1987
For the Love of Benji,Adventure|Children|Comedy|Drama,1977
White Christmas,Comedy|Musical|Romance,1954
Eraserhead,Drama|Horror,1977
Baraka,Documentary,1992
"Man with the Golden Arm, The",Drama,1955
"Decline of Western Civilization, The",Documentary|Musical,1981
"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1988
For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965
Magnum Force,Action|Crime|Drama|Thriller,1973
Blood Simple,Crime|Drama|Film-Noir,1984
"Fabulous Baker Boys, The",Drama|Romance,1989
Prizzi's Honor,Comedy|Drama|Romance,1985
Flatliners,Horror|Sci-Fi|Thriller,1990
Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,1988
Porky's,Comedy,1982
Porky's II: The Next Day,Comedy,1983
Porky's Revenge,Comedy,1985
Private School,Comedy,1983
Class of Nuke 'Em High,Comedy|Horror,1986
"Toxic Avenger, The",Comedy|Horror,1985
"Toxic Avenger, Part II, The",Comedy|Horror,1989
"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,1989
Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,1986
Predator 2,Action|Sci-Fi|Thriller,1990
"Running Man, The",Action|Sci-Fi,1987
Starman,Adventure|Drama|Romance|Sci-Fi,1984
"Brother from Another Planet, The",Drama|Sci-Fi,1984
Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988
Mad Max,Action|Adventure|Sci-Fi,1979
"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller,1981
Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,1985
Bird on a Wire,Action|Comedy|Romance,1990
Angel Heart,Film-Noir|Horror|Mystery|Thriller,1987
9 1/2 Weeks (Nine 1/2 Weeks),Drama|Romance,1986
Firestarter,Horror|Thriller,1984
Sleepwalkers,Horror,1992
Action Jackson,Action|Comedy|Crime|Thriller,1988
Sarafina!,Drama,1992
Soapdish,Comedy,1991
"Long Walk Home, The",Drama,1990
Clara's Heart,Drama,1988
Burglar,Comedy|Crime,1987
Fatal Beauty,Action|Comedy|Crime|Drama,1987
Gone in 60 Seconds,Action|Crime,2000
Love's Labour's Lost,Comedy|Romance,2000
Sunshine,Drama,1999
Coming Home,Drama|War,1978
American Pop,Animation|Musical,1981
Assault on Precinct 13,Action|Thriller,1976
Near Dark,Horror|Western,1987
One False Move,Crime|Drama|Film-Noir|Thriller,1992
Shaft,Action|Crime|Drama|Thriller,1971
"Conversation, The",Drama|Mystery,1974
Cutter's Way,Drama|Thriller,1981
"Fury, The",Horror,1978
"Paper Chase, The",Drama,1973
Serpico,Crime|Drama,1973
"Ace in the Hole (Big Carnival, The)",Drama,1951
Lonely Are the Brave,Drama|Western,1962
"Sugarland Express, The",Drama,1974
Trouble in Paradise,Comedy|Romance,1932
Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,1986
Badlands,Crime|Drama|Thriller,1973
Battleship Potemkin,Drama|War,1925
Boys and Girls,Comedy|Romance,2000
Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,2000
Butterfly (La lengua de las mariposas),Drama,1999
Jesus' Son,Drama,1999
Chicken Run,Animation|Children|Comedy,2000
"Me, Myself & Irene",Adventure|Comedy,2000
"Patriot, The",Action|Drama|War,2000
"Adventures of Rocky and Bullwinkle, The",Adventure|Animation|Children|Comedy|Fantasy,2000
"Perfect Storm, The",Drama|Thriller,2000
"Golden Bowl, The",Drama,2000
Communion,Drama|Sci-Fi|Thriller,1989
"Kentucky Fried Movie, The",Comedy,1977
"Blood In, Blood Out",Action|Crime|Drama|Thriller,1993
F/X,Action|Crime|Thriller,1986
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Action|Crime|Thriller,1991
"Hot Spot, The",Crime|Drama|Romance,1990
Missing in Action,Action|War,1984
Missing in Action 2: The Beginning,Action|War,1985
Braddock: Missing in Action III,Action|War,1988
Thunderbolt and Lightfoot,Action,1974
Dreamscape,Horror|Sci-Fi|Thriller,1984
The Golden Voyage of Sinbad,Action|Adventure|Fantasy,1973
House Party,Comedy,1990
House Party 2,Comedy|Drama|Romance,1991
Croupier,Crime|Drama,1998
Scary Movie,Comedy|Horror,2000
But I'm a Cheerleader,Comedy,1999
Shower (Xizao),Comedy,1999
Blow-Up (Blowup),Drama|Mystery,1966
"Pawnbroker, The",Drama,1964
Groove,Drama,2000
Footloose,Drama,1984
Duel in the Sun,Drama|Romance|Western,1946
X-Men,Action|Adventure|Sci-Fi,2000
Chuck & Buck,Comedy|Drama,2000
"Five Senses, The",Drama,1999
"In Crowd, The",Thriller,2000
What Lies Beneath,Drama|Horror|Mystery,2000
Pokémon the Movie 2000,Animation|Children,2000
Anatomy of a Murder,Drama|Mystery,1959
Freejack,Action|Sci-Fi,1992
Mackenna's Gold,Western,1969
Sinbad and the Eye of the Tiger,Adventure|Fantasy,1977
"Two Women (Ciociara, La)",Drama|War,1960
What About Bob?,Comedy,1991
White Sands,Drama|Thriller,1992
Breaker Morant,Drama|War,1980
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1972
Interiors,Drama,1978
Love and Death,Comedy,1975
"Official Story, The (La historia oficial)",Drama,1985
Tampopo,Comedy,1985
Nutty Professor II: The Klumps,Comedy,2000
"Girl on the Bridge, The (Fille sur le pont, La)",Drama|Romance,1999
Wonderland,Drama,1999
Autumn in New York,Drama|Romance,2000
Coyote Ugly,Comedy|Drama|Romance,2000
Hollow Man,Horror|Sci-Fi|Thriller,2000
Space Cowboys,Action|Adventure|Comedy|Sci-Fi,2000
Psycho Beach Party,Comedy|Horror|Thriller,2000
Saving Grace,Comedy,2000
"Black Sabbath (Tre volti della paura, I)",Horror,1963
"Brain That Wouldn't Die, The",Horror|Sci-Fi,1962
Bronco Billy,Adventure|Drama|Romance,1980
"Crush, The",Thriller,1993
Kelly's Heroes,Action|Comedy|War,1970
Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,1988
Phantasm III: Lord of the Dead,Horror,1994
Phantasm IV: Oblivion,Horror,1998
Pumpkinhead,Horror,1988
Air America,Action|Comedy,1990
Sleepaway Camp,Horror,1983
Steel Magnolias,Drama,1989
And God Created Woman (Et Dieu... créa la femme),Drama,1956
Easy Money,Comedy,1983
"Ilsa, She Wolf of the SS",Horror,1974
The Spiral Staircase,Horror|Mystery|Thriller,1945
I'm the One That I Want,Comedy,2000
"Tao of Steve, The",Comedy,2000
"Affair of Love, An (Liaison pornographique, Une)",Drama|Romance,1999
Bless the Child,Thriller,2000
Cecil B. DeMented,Comedy,2000
"Eyes of Tammy Faye, The",Documentary,2000
"Replacements, The",Comedy,2000
About Adam,Comedy,2000
"Cell, The",Drama|Horror|Thriller,2000
Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi,1999
"Original Kings of Comedy, The",Comedy|Documentary,2000
"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,1988
"Naked Gun 2 1/2: The Smell of Fear, The",Comedy,1991
Our Town,Drama,1940
Shane,Drama|Western,1953
"Suddenly, Last Summer",Drama,1959
Cat Ballou,Comedy|Western,1965
Supergirl,Action|Adventure|Fantasy,1984
"Art of War, The",Action|Thriller,2000
Bring It On,Comedy,2000
"Crew, The",Comedy,2000
Skipped Parts,Drama|Romance,2000
Highlander: Endgame (Highlander IV),Action|Adventure|Fantasy,2000
Nurse Betty,Comedy|Crime|Drama|Romance|Thriller,2000
Solas,Drama,1999
"Watcher, The",Crime|Thriller,2000
"Way of the Gun, The",Crime|Thriller,2000
Almost Famous,Drama,2000
Bait,Action|Comedy,2000
Circus,Crime|Drama|Thriller,2000
Crime and Punishment in Suburbia,Comedy|Drama,2000
Duets,Comedy|Drama,2000
Under Suspicion,Crime|Thriller,2000
Urban Legends: Final Cut,Horror,2000
Woman on Top,Comedy|Romance,2000
Dancer in the Dark,Drama|Musical,2000
Best in Show,Comedy,2000
Beautiful,Comedy|Drama,2000
"Broken Hearts Club, The",Drama,2000
Girlfight,Drama,2000
Remember the Titans,Drama,2000
Hellraiser,Horror,1987
Hellbound: Hellraiser II,Horror,1988
Hellraiser III: Hell on Earth,Horror,1992
"Faraway, So Close (In weiter Ferne, so nah!)",Drama|Fantasy|Mystery|Romance,1993
Bikini Beach,Comedy,1964
Stranger Than Paradise,Comedy|Drama,1984
Voyage to the Bottom of the Sea,Adventure|Sci-Fi,1961
Fantastic Voyage,Adventure|Sci-Fi,1966
Abbott and Costello Meet Frankenstein,Comedy|Horror,1948
"Bank Dick, The",Comedy,1940
"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,1954
"Invisible Man, The",Horror|Sci-Fi,1933
"Killer Shrews, The",Horror|Sci-Fi,1959
Runaway,Sci-Fi|Thriller,1984
"Slumber Party Massacre, The",Horror,1982
Slumber Party Massacre II,Horror,1987
Slumber Party Massacre III,Horror,1990
Sorority House Massacre,Horror,1986
Sorority House Massacre II,Horror,1990
Bamboozled,Comedy,2000
Digimon: The Movie,Adventure|Animation|Children,2000
Get Carter,Action|Drama|Thriller,2000
Meet the Parents,Comedy,2000
Requiem for a Dream,Drama,2000
Tigerland,Drama,2000
Two Family House,Drama,2000
"Contender, The",Drama|Thriller,2000
Dr. T and the Women,Comedy|Romance,2000
"Ladies Man, The",Comedy,2000
Billy Jack,Action|Drama,1971
Billy Jack Goes to Washington,Drama,1977
"Time Machine, The",Action|Adventure|Sci-Fi,1960
Ghoulies II,Comedy|Horror,1987
"Unsinkable Molly Brown, The",Musical,1964
"Adventures of Ichabod and Mr. Toad, The",Animation|Children,1949
"Strange Love of Martha Ivers, The",Drama|Film-Noir,1946
Detour,Crime|Film-Noir,1945
Billy Elliot,Drama,2000
Bedazzled,Comedy,2000
Pay It Forward,Drama,2000
"Private Eyes, The",Comedy|Mystery,1981
"Legend of Drunken Master, The (Jui kuen II)",Action|Comedy,1994
Book of Shadows: Blair Witch 2,Crime|Horror|Mystery|Thriller,2000
"Little Vampire, The",Adventure|Children,2000
Charlie's Angels,Action|Comedy,2000
"Legend of Bagger Vance, The",Drama|Romance,2000
Little Nicky,Comedy,2000
Men of Honor,Drama,2000
Red Planet,Action|Sci-Fi|Thriller,2000
You Can Count on Me,Drama|Romance,2000
Diamonds Are Forever,Action|Adventure|Thriller,1971
"Eagle Has Landed, The",Drama|War,1976
"6th Day, The",Action|Sci-Fi|Thriller,2000
Bounce,Drama|Romance,2000
How the Grinch Stole Christmas (a.k.a. The Grinch),Children|Comedy|Fantasy,2000
One Day in September,Documentary,1999
Rugrats in Paris: The Movie,Animation|Children|Comedy,2000
102 Dalmatians,Children|Comedy,2000
Malèna,Drama|Romance|War,2000
Quills,Drama|Romance,2000
Unbreakable,Drama|Sci-Fi,2000
"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance,2000
Dungeons & Dragons,Action|Adventure|Comedy|Fantasy,2000
Proof of Life,Drama,2000
Vertical Limit,Action|Adventure,2000
"Bounty, The",Adventure|Drama,1984
"Planes, Trains & Automobiles",Comedy,1987
She's Having a Baby,Comedy,1988
"Living Daylights, The",Action|Adventure|Thriller,1987
Transformers: The Movie,Adventure|Animation|Children|Sci-Fi,1986
Wall Street,Drama,1987
Born on the Fourth of July,Drama|War,1989
Talk Radio,Drama,1988
Brewster's Millions,Comedy,1985
Snatch,Comedy|Crime|Thriller,2000
Punchline,Comedy|Drama,1988
Chocolat,Drama|Romance,2000
"Dude, Where's My Car?",Comedy|Sci-Fi,2000
"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,2000
Pollock,Drama,2000
What Women Want,Comedy|Romance,2000
Finding Forrester,Drama,2000
"Gift, The",Thriller,2000
Before Night Falls,Drama,2000
Cast Away,Drama,2000
"Family Man, The",Comedy|Drama|Romance,2000
"House of Mirth, The",Romance,2000
Miss Congeniality,Comedy|Crime,2000
"O Brother, Where Art Thou?",Adventure|Comedy|Crime,2000
State and Main,Comedy|Drama,2000
Dracula 2000,Horror,2000
All the Pretty Horses,Drama|Romance|Western,2000
"Everlasting Piece, An",Comedy,2000
Thirteen Days,Drama|Thriller|War,2000
Traffic,Crime|Drama|Thriller,2000
"Claim, The",Romance|Western,2000
Shadow of the Vampire,Drama|Horror,2000
House of Games,Crime|Film-Noir|Mystery|Thriller,1987
Annie,Children|Musical,1982
Don't Tell Mom the Babysitter's Dead,Comedy,1991
"Officer and a Gentleman, An",Drama|Romance,1982
"Alamo, The",Action|Drama|War|Western,1960
At Close Range,Crime|Drama,1986
Friendly Persuasion,Drama,1956
Gettysburg,Drama|War,1993
Horrors of Spider Island (Ein Toter Hing im Netz),Horror|Sci-Fi,1960
Antitrust,Crime|Drama|Thriller,2001
Double Take,Action|Comedy,2001
Save the Last Dance,Drama|Romance,2001
Panic,Drama,2000
"Pledge, The",Crime|Drama|Mystery|Thriller,2001
The Man in the Moon,Drama|Romance,1991
Mystic Pizza,Comedy|Drama|Romance,1988
Prelude to a Kiss,Comedy|Drama|Romance,1992
Coffy,Action|Crime|Thriller,1973
Foxy Brown,Action|Crime|Drama,1974
I'm Gonna Git You Sucka,Action|Comedy,1988
Untamed Heart,Drama|Romance,1993
Sugar & Spice,Comedy,2001
"Wedding Planner, The",Comedy|Romance,2001
"Legend of Rita, The (Stille nach dem Schuß, Die)",Drama,1999
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",Drama|Thriller,2000
Amazing Grace and Chuck,Drama,1987
Amazon Women on the Moon,Comedy|Sci-Fi,1987
Baby Boom,Comedy,1987
Back to the Beach,Comedy,1987
Barfly,Comedy|Drama|Romance,1987
Best Seller,Thriller,1987
Beverly Hills Cop II,Action|Comedy|Crime|Thriller,1987
Beverly Hills Cop,Action|Comedy|Crime|Drama,1984
"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,1987
Born in East L.A.,Comedy,1987
"Brave Little Toaster, The",Animation|Children,1987
Can't Buy Me Love,Comedy|Romance,1987
Cherry 2000,Romance|Sci-Fi,1987
Cop,Thriller,1988
Eddie Murphy Raw,Comedy|Documentary,1987
Empire of the Sun,Action|Adventure|Drama|War,1987
Ernest Goes to Camp,Comedy,1987
"Evil Dead, The",Fantasy|Horror|Thriller,1981
Flowers in the Attic,Drama|Thriller,1987
"Fourth Protocol, The",Thriller,1987
Gardens of Stone,Drama|War,1987
"Glass Menagerie, The",Drama,1987
Hiding Out,Comedy,1987
Hollywood Shuffle,Comedy,1987
Hope and Glory,Drama,1987
Innerspace,Action|Adventure|Comedy|Sci-Fi,1987
Ishtar,Comedy,1987
Jaws: The Revenge,Horror|Thriller,1987
Leonard Part 6,Comedy|Sci-Fi,1987
Less Than Zero,Drama,1987
"Like Father, Like Son",Comedy,1987
"Lost Boys, The",Comedy|Horror|Thriller,1987
Made in Heaven,Fantasy|Romance,1987
Maid to Order,Comedy|Fantasy,1987
Making Mr. Right,Comedy|Romance|Sci-Fi,1987
Mannequin,Comedy|Romance,1987
Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi,1987
"Monster Squad, The",Adventure|Comedy|Horror,1987
My Demon Lover,Comedy|Horror,1987
No Man's Land,Crime|Drama,1987
Head Over Heels,Comedy|Romance,2001
Left Behind: The Movie,Action|Adventure|Drama|Thriller,2000
Valentine,Horror|Mystery,2001
In the Mood For Love (Fa yeung nin wa),Drama|Romance,2000
"Million Dollar Hotel, The",Drama|Mystery|Romance,2001
Nico and Dani (Krámpack),Comedy|Drama|Romance,2000
Hannibal,Horror|Thriller,2001
Saving Silverman (Evil Woman),Comedy|Romance,2001
Vatel,Drama,2000
Down to Earth,Comedy|Fantasy|Romance,2001
Recess: School's Out,Animation|Children,2001
Sweet November,Drama|Romance,2001
Company Man,Comedy,2000
"Price of Milk, The",Comedy|Drama|Fantasy|Romance,2000
Monkeybone,Animation|Comedy|Fantasy,2001
3000 Miles to Graceland,Action|Thriller,2001
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",Drama|Romance,2000
